title,body,date,language,source
Well designed site navigation,well designed site navigation good confidence sites actual website rather call centre,"Date of experience: November 14, 2024",en,HotelSone
Great Quick easy all the information you need,quick easy information need,"Date of experience: November 14, 2024",en,HotelSone
Easy,easy easy,"Date of experience: November 14, 2024",en,HotelSone
Very easy to use,easy use looks good,"Date of experience: November 14, 2024",en,HotelSone
Easy to navigate web site -- everything…,easy navigate web site everything clear,"Date of experience: November 14, 2024",en,HotelSone
Easy to book online reasonable prices,easy book online reasonable prices,"Date of experience: November 14, 2024",en,HotelSone
Quick and easy booking,whole process took a minutes,"Date of experience: November 13, 2024",en,HotelSone
This website is known to me,website known easy use navigate stayed hotel great location facilities memorable stay london,"Date of experience: November 13, 2024",en,HotelSone
Easy to book,easy book,"Date of experience: November 13, 2024",en,HotelSone
Booking,easy book,"Date of experience: November 13, 2024",en,HotelSone
Easy to use.,easy use,"Date of experience: November 13, 2024",en,HotelSone
Easy to navigate,easy navigate,"Date of experience: November 13, 2024",en,HotelSone
Was able to cancel my reservation and…,able cancel reservation rebook easily due policy ease use,"Date of experience: November 12, 2024",en,HotelSone
I had issues with my credit card and…,issues credit card kept sorted,"Date of experience: November 13, 2024",en,HotelSone
Easy to use.,easy use,"Date of experience: November 12, 2024",en,HotelSone
Didn't give me a chance to enter a…,didst give chance enter promo code check,"Date of experience: November 12, 2024",en,HotelSone
Great time friendly people and pleasant…,great time friendly people pleasant staff coming back soon,"Date of experience: November 04, 2024",en,HotelSone
Very easy and straightforward,easy straightforward were staying kendall several years favourite place stay boston area,"Date of experience: November 12, 2024",en,HotelSone
Wow so easy and simple,wow easy simple took less a minutes impressive,"Date of experience: November 12, 2024",en,HotelSone
Dislike this booking experience,dislike booking experience,"Date of experience: November 11, 2024",en,HotelSone
Easy to do and finalizeeasy,easy finalize,"Date of experience: November 12, 2024",en,HotelSone
Fun Looking Website,lovely website easy navigate mention discounts like harp aka,"Date of experience: November 12, 2024",en,HotelSone
Fraudulant advertising. It says Buy three nights and get the…,says buy three nights get third free charges fraud,"Date of experience: November 12, 2024",en,HotelSone
fast easy good reviews and responses…,fast easy good reviews responses good location price,"Date of experience: November 12, 2024",en,HotelSone
Easy to use,easy use easy understand professional,"Date of experience: November 12, 2024",en,HotelSone
I appreciate the percentage off as we…,appreciate percentage visiting due death family,"Date of experience: November 12, 2024",en,HotelSone
Easy to follow site.,easy follow site,"Date of experience: November 12, 2024",en,HotelSone
Easy,easy sign uneasy access contact hotel information,"Date of experience: November 12, 2024",en,HotelSone
Easy and fast,easy fast,"Date of experience: November 11, 2024",en,HotelSone
Website is easy,website easy couldn't find cancellation policy,"Date of experience: November 11, 2024",en,HotelSone
Easy to Navigate,website userfriendly contains lot details rooms,"Date of experience: November 11, 2024",en,HotelSone
Friendly web site to use.,friendly web site use,"Date of experience: November 11, 2024",en,HotelSone
returning customer,simple book used,"Date of experience: November 11, 2024",en,HotelSone
"Simple, but too many 'hurry hurry' messages",liked fact simple book didst need hotel info live stayed didst like constant messages popups designed hurry making booking decision one room left four people looking room get almost every hotel air ticket book get find there half full know time marketing tricks possibly lies,"Date of experience: November 11, 2024",en,HotelSone
Very easy to use site,easy use site user friendly,"Date of experience: November 11, 2024",en,HotelSone
Unnecessarily complicated and my only…,unnecessarily complicated alternative trusted sites failed,"Date of experience: November 11, 2024",en,HotelSone
Fast and efficient,fast efficient first class service,"Date of experience: November 11, 2024",en,HotelSone
LOOKING FORWARD TO OUR STAY,booking online system easy ring hotel reception enquire whether apartment available booked period receptionist cheerful helpful enquired regarding breakfast helpful explained cafe site,"Date of experience: November 11, 2024",en,HotelSone
Booking was easy,booking easy straight forward quick,"Date of experience: November 11, 2024",en,HotelSone
Great experience,clear steps use online system,"Date of experience: November 10, 2024",en,HotelSone
Simple booking process,booking quick easy descriptions available rooms helpful,"Date of experience: November 10, 2024",en,HotelSone
Easy to understand,easy understand fast book,"Date of experience: November 10, 2024",en,HotelSone
Easy to use!,easy use,"Date of experience: November 10, 2024",en,HotelSone
Very easy process to book,booking online easy fast hoping room sufficient review stay,"Date of experience: November 10, 2024",en,HotelSone
Improve search criteria experience,wanted specify a beds kitchen search criteria select rooms found wanted took longer couldn't figure narrow search,"Date of experience: November 10, 2024",en,HotelSone
easy to book online.,easy book onlineunable book person motel one receptionhave called motel several times response returned calls,"Date of experience: November 10, 2024",en,HotelSone
Quick and easy,quick easy,"Date of experience: November 10, 2024",en,HotelSone
Great website!,site easy use room descriptions fantastic nice notes space could make special requests,"Date of experience: November 09, 2024",en,HotelSone
