title,body,date,language,source
The Lion & The Rose,karen steve copy decorative welcoming by heart montfordasheville room margaret grace exceptional breakfasts amazing in egg person every bite perfect orange ricotta pancakes best highly recommended anyone going western north carolina,"Date of experience: April 25, 2024",en,HotelSone
Extra fees added at end a surprise,extra fees added end surprise made known initiallyeasy website book,"Date of experience: April 30, 2024",en,HotelSone
Booking a room on the website was easy,booking room website easy like way saw breakdown cost per night also cancel free necessary,"Date of experience: April 30, 2024",en,HotelSone
Huge fees hidden until last step.,enormous tax service recovery fee changed room cost 300 one cost almost 400 show end booking process despicable practice hotel another booking site commonly use charge of also like many reviewers thought booking directly hotel fortunately fare huge fee refunded would never book site urge others steer clear,"Date of experience: April 29, 2024",en,HotelSone
Ease,love host,"Date of experience: April 29, 2024",en,HotelSone
Easy didn't have to fill in all the blanks…,didst fill blanks automatic,"Date of experience: April 29, 2024",en,HotelSone
Very easy to use,easy use,"Date of experience: April 30, 2024",en,HotelSone
So fast and easy,speedy informative website,"Date of experience: April 29, 2024",en,HotelSone
Site was easy to use,site easy use gave information needed make decision book room,"Date of experience: April 29, 2024",en,HotelSone
Easy loved the pictures on I pad of the…,easy loved pictures pad abby good price never cedar city looking forward two great grand kids visiting grandma,"Date of experience: April 28, 2024",en,HotelSone
Booking made easy,booking super easy hopefully hotel experience great,"Date of experience: April 28, 2024",en,HotelSone
I asked if the representative was on…,asked representative site hotel said yes asked third party direct hotel said direct also requested security code along personal information never received confirmation email cryptic dishonest,"Date of experience: April 28, 2024",en,HotelSone
never saw the final price,never saw final price,"Date of experience: April 28, 2024",en,HotelSone
Reception was polite,reception polite room adequate liked lake view august last year,"Date of experience: August 25, 2023",en,HotelSone
Great rates,great rates accommodating staff easy access booking rooms,"Date of experience: February 15, 2024",en,HotelSone
Fast and efficient,fast efficient,"Date of experience: April 27, 2024",en,HotelSone
Takes the stress out of pre-cruise planning.,used hotel needs prior cruise gem wish found earlier,"Date of experience: April 27, 2024",en,HotelSone
I had to book multiple rooms for…,book multiple rooms coworkers attend conference website easy navigate booking took a minutes set reservations different conference prior setting tundra land rooms done via phone call actual person took almost hour awesome,"Date of experience: April 26, 2024",en,HotelSone
We have stayed before and it was easy…,stayed easy use,"Date of experience: April 26, 2024",en,HotelSone
Easy to book,easy book,"Date of experience: April 25, 2024",en,HotelSone
Website was easy to navigate,website easy navigate instructions simple easy follow,"Date of experience: April 26, 2024",en,HotelSone
Quick and Easy to use.,quick easy use,"Date of experience: April 25, 2024",en,HotelSone
when i checked to confirm,checked confirm additional 230 something taxes showed raising rate 963 687 friend got expedite 702 looked today got 730,"Date of experience: April 25, 2024",en,HotelSone
Website is great. Price is a problem.,website great could problem pricing booked room a person checking with may 175 wanted breakfast website price quoted 275 contact direct tomorrow query 100 single breakfast quite expensive,"Date of experience: April 25, 2024",en,HotelSone
It was very easy and straightforward to…,easy straightforward book nothing hidden reading find print,"Date of experience: April 24, 2024",en,HotelSone
Unknowing switch to 3 Rd party,hotel website book reservation switched site unknowingly addition getting reward points site cost of,"Date of experience: April 24, 2024",en,HotelSone
I was off by one day for the booking…,one day booking saw way change cancelling rebooting,"Date of experience: April 24, 2024",en,HotelSone
I found it to be quick and easy and…,found quick easy simple appreciate convenience,"Date of experience: April 24, 2024",en,HotelSone
Fast and efficient.,fast efficient,"Date of experience: April 23, 2024",en,HotelSone
Fast and easy,speed availability,"Date of experience: April 23, 2024",en,HotelSone
The flowing reservation process,clear information beautiful picture detail room rates made decision choose warehouse easy reservation process streaming easy scheduling process easily flowed one question next without losing information page,"Date of experience: April 23, 2024",en,HotelSone
Need a getaway,easy navigate,"Date of experience: April 23, 2024",en,HotelSone
price is way more than my brother got…,price way brother got room of days ago of cheaper got phone of minutes ago given opportunity see osage club card st mary reunion possible discounts brother booked 159fees of and9999 in of and610 reasoning,"Date of experience: April 23, 2024",en,HotelSone
love the experience,coming south point live always enjoyed experience,"Date of experience: April 23, 2024",en,HotelSone
A very user friendly process.,user friendly process,"Date of experience: April 22, 2024",en,HotelSone
thought was booking direct but found…,thought booking direct found agency couldn't book dates really wanted first go round long story short plenty rooms called hotel today agency couldn't handle cancelling one three nights booked lied rooms available,"Date of experience: April 22, 2024",en,HotelSone
My little getaway,quick easy,"Date of experience: April 21, 2024",en,HotelSone
Nothing special,nothing special fact cost go would used bookingcom,"Date of experience: April 20, 2024",en,HotelSone
Fantastic!,easy access needed appreciate clear directions easy booking experience,"Date of experience: April 20, 2024",en,HotelSone
I felt rushed,felt rushed done like feel rushed planning one weekend please done rush,"Date of experience: April 19, 2024",en,HotelSone
I rang,rang twice difficult understand standard english low could explain number needed selection pressed a new booking told wrong gave booked line,"Date of experience: April 20, 2024",en,HotelSone
Quick and easy,quick easy,"Date of experience: April 19, 2024",en,HotelSone
Easy website to use,easy website use priceless,"Date of experience: April 19, 2024",en,HotelSone
Easy to use and it checked for open…,easy use checked open dates,"Date of experience: April 18, 2024",en,HotelSone
Very easy to manouver and find what I…,easy vancouver find needed,"Date of experience: April 18, 2024",en,HotelSone
Simple clear easy,simple clear easy,"Date of experience: April 18, 2024",en,HotelSone
Site was informative,site informative great photos property booking went smoothly,"Date of experience: April 18, 2024",en,HotelSone
